name,address,Phone,price_range_from,price_range_to,cuisines,rating,review_count,excellent_count,very_good_count,average_count,poor_count,terrible_count
Shree Gurukrupa,"1 Kondeshwar Bhavan Tilak Road Near Balaji Temple, Near Syndicate Bank, Ghatkopar East, Mumbai 400052 India",+91 22 2102 4567,,,"Indian, Chinese, Fast food, Asian",4,15,1,10,4,0,0
Shree Krishna,"163 Shree Krishna Dr E Moses Road Near Four Seasons Hotel, Worli, Mumbai 400018 India",+91 22 2492 5590,,,Chinese,4.5,8,4,2,2,0,0
Shree Krishna Chhaya,"Motasha Building, 1st Road, Near Khar Railway Station, Khar West, Mumbai 400052 India",+91 22 2605 2656,,,,4.5,5,3,1,1,0,0
Shree Laxmi Gujrati Thali,"2nd Floor 201 Gazdar Road Opposite Andheri Railway Station, Andheri West, Mumbai 400058 India",+91 22 2623 8462,,,,4,9,2,6,1,0,0
Shree Monpara Sweet Shop,"Khetwadi, Dr Wilson Street, Near Ryan Impex, Girgaum, Mumbai 400004 India",+91 22 2380 8546,,,,4,8,3,2,3,0,0
Shree Mulund Farsan Mart,"Nehru Road Shop No. 1, Kothari Niwas, Mulund West, Mumbai 400080 India",+91 22 2560 0932,,,Indian,4,9,2,6,1,0,0
Shree Ramanjaneya's Legacy Of Mumbai,"SV Road Chincholi Naka, Malad West, Mumbai 400064 India",+91 84519 59926,,,"Indian, Asian, Chinese, Fast food",4,46,10,22,11,0,3
Shree Sagar,"4, Shyam Kunj Building, 16th Road Pali Naka, Bandra West, Near Satnam Housing Society, Mumbai 400052 India",+91 22 3015 1517,,,"Indian, Chinese",4,27,10,10,4,1,2
Shree Sharneshwar Bhojnalaya,"4, Ground Floor, Saraswati Sadan, Dayaldas Road, Vile Parle East, Mumbai 400057 India",+91 98699 39916,,,,4.5,7,3,3,1,0,0
Shree Siddhivinayak Fast Food,"24 & 52, Juhu Beach, Juhu, Mumbai 400049 India",+91 22 3395 6058,,,Chinese,4.5,5,2,3,0,0,0
Shree Siddhivinayak Refreshments,"Siddhivinayak Society, SK Bole Road, Near Siddhivinayak Temple, Prabhadevi Next to Siddhivinayak Temple, Mumbai 400028 India",+91 22 2422 5374,,,"Indian, Asian, Chinese",3.5,18,2,7,9,0,0
Shree Sunders,"5 Bhandarkar Road, Mumbai 400019 India",+91 22 3312 6010,,,Indian,3.5,19,2,11,4,1,1
Shree Sunders,"1, Bhailal House, Siaram Jhadhav Marg,Vakoure Chowk Opposite High Sree Phoenix, Lower Parel, Mumbai 400013 India",+91 22 2416 9216,,,,4.5,11,4,6,1,0,0
Shree Tara,"Zaver Road, Near State Bank Of India, Mulund West Mulund West, Mumbai 400080 India",+91 22 2590 5213,,,,4,10,3,6,1,0,0
Shree Thaker Bhojanalay,"31 Dadi Seth Agyari Lane Off Kalbadevi Road, Mumbai 400002 India",+91 22 2201 1232,400,500,"Indian, Asian",4.5,1212,775,305,39,8,13
Shreedevi Veg Restaurant,"Municipal Market, Sarojini Road, Near Anna Di Court, Vile Parle East, Mumbai 400057 India",+91 22 6571 3243,,,,4,9,2,7,0,0,0
Shreejee's Restaurant,"24, Link Plaza Commercial Complex, Link Road Extension Next To Police Station, Near Heera Panna Mall, Andheri West, Mumbai 400102 India",+91 22 2634 1230,,,"Indian, Fast food, Chinese",4,21,4,12,4,1,0
Shreeji Stall,"Chamunda Circle Borivali, Mumbai 400091 India",,,,,4.5,9,6,3,0,0,0
Shri Sagar Hotel,"L.T. Road Ground Floor, Dattani Apartment, Mumbai 400092 India",+91 22 2899 7555,,,,4,10,5,4,0,0,1
Shrinathji Sweets & Snacks,"Madhuban Bhavan Senapati Bapat Marg, Mumbai 400013 India",+91 22 3242 0158,,,Indian,4,25,5,16,1,3,0
Shubh Sagar,"5/6, Mistry Chambers, Strand Cinema Road, Opposite MTNL, Colaba, Mumbai 400005 India",+91 22 2283 4929,,,"Indian, Asian",4,23,8,8,1,2,1
Shubham Green,"& 2 No B1, Mumbai 400059 India",+91 22 2925 9500,,,Indian,4,18,2,11,5,0,0
Shvatra,"R City Mall LBS Marg, Ghatkopar, Mumbai 400086 India",+91 22 6770 4499,,,Indian,4,131,50,53,16,3,9
Sichuan House,"Lbs Road Ground Floor, Phoenix Marketcity, Kurla West, Mumbai 400070 India",+91 22 3371 5923,,,"Chinese, Asian, Thai",4,21,6,10,5,0,0
Sigree Global Grill,"Central Avenue Road Ventura , 1st Floor, Hiranandani Business Park,, Mumbai 400076 India",+91 22 2570 8967,,,"Indian, Barbecue",4,462,129,233,63,14,13
Sigree Global Grill,"8th Floor, Palm Spring Building, Link Road, Next to D-Mart Store, Malad West, Mumbai 400064 India",+91 22 2881 8844,,,,4,218,59,121,28,4,5
Silli Chili,"4, Sunswept Co-Operative Housing Society, Lokhandwala Complex, Opposite Hazel Salon, Andheri West, Mumbai 400053 India",+91 22 2633 6666,,,"Chinese, Asian",4,21,6,12,3,0,0
Silli Chilli Khar,"8, Shivanjali, Dr. Ambedkar Road Khar West, Khar, Mumbai 400052 India",+91 22 2600 3666,,,,4,5,2,2,1,0,0
Silver Beach Cafe,"Sundervan Lane near Laxmi Industrial Estate, Mumbai 400053 India",+91 77108 82716,,,,4.5,7,2,5,0,0,0
Silver Beach Cafe,"16 Adi Murzban Road Near Sterling Theatre, Mumbai 400001 India",773871532,,,"Italian, Bar, Pub",4,29,7,19,2,0,1
Silver Beach cafe,"94/6 Jaldarshan Building Gandhigram Road Jal Darshan Building, Next To Hara Rama Hare Krishna Temple, Juhu, Mumbai 400049 India",+91 22 2620 8930,,,"European, Italian",4,85,18,45,18,1,2
Silver Coin Restaurant & Bar,"Raj Sebastain Kinny Apartment, Cross Road No. 4, IC Colony, Near Corporation Bank, Borivali West Borivali, Mumbai 400103 India",+91 98216 13232,500,750,"Indian, Chinese, Seafood, International, Asian",4,40,10,24,3,2,1
Silver Oaks,"Agarwal Complex De Monte Lane Next to Malad Industrial Estate, Kach Pada, Malad West, Mumbai 400064 India",+91 22 6580 5221,,,,4,13,1,9,3,0,0
Simbly South,"4 Pitale Wadi Hanuman Road Near Vile Parle East Railway Station, Vile Parle East, Mumbai 400057 India",+91 99205 51122,,,,4,10,3,4,3,0,0
Simply Saraswat,"Shop No 4, Vrajdeep Apartments, Chandavarkar Rd, Mumbai 400092 India",28981138,,,Indian,4,31,12,14,2,2,1
Sin City,"Shop No 12, Irani Chawl, Near Prabhadevi Temple, Prabhadevi, Mumbai 400025 India",+91 22 2430 5125,,,,5,4,4,0,0,0,0
Sindh Pani Puri House,"Chembur Camp Road, Mumbai 400071 India",,,,"Indian, Fast food",4.5,27,17,9,1,0,0
Sindhful,"Ram Krishna Nagar, Khar West, Mumbai 400052 India",,,,Indian,4.5,32,22,7,2,1,0
Sindhi Zaika,"Mori Road 2/Ground Floor, Building 3, Navjivan Society, Next To KJ Khilani School, Mahim West, Mumbai 400016 India",,,,Indian,4.5,4,2,2,0,0,0
Sindhudurg,"Sita Building Ground Floor Near Plaza Cinema D Vaidya Road, Mumbai 400028 India",+91 22 2430 1610,,,"Indian, Seafood, Asian",4,23,8,12,2,1,0
Singh Saab,"RC Marg Ground Floor, Swami Jayaramdas Shopping Complex, Mumbai 400071 India",+91 22 3312 6013,,,"Indian, Asian",4,37,10,19,6,1,1
Sion Lunch Home,"Ground Floor 11 Shop No, Near Railway Station, Mumbai 400027 India",+91 22 2412 7188,,,"Indian, Seafood, Asian",4.5,35,15,17,2,0,1
Sirocco,"Yari Road Inch By Inch Body Temple, Jp Road, Near D Mart, Mumbai 400061 India",+91 90296 13613,,,"Italian, Bar, Pizza, Asian, Pub",4.5,76,44,19,7,3,2
Sizzle House,"1/2, 237, Bhagirathi Sadan, Dadar Shivaji Park, Mumbai Opposite Yes Bank Cadel Road, Mumbai 400028 India",+91 22 3395 1666,,,"Mexican, Indian",4.5,30,12,15,2,1,0
Sizzling China,"6 Meherzin Building Ground Floor Bhagat Singh Road Opposite Colaba Bus Station, Colaba Po, Mumbai 400056 India",+91 22 2216 5704,,,"Chinese, Asian",4.5,24,10,12,1,0,0
Sizzling China,"Meherzine, Shahid Bhagat Singh Road Colaba, Mumbai 400005 India",+91 22 2216 5704,,,"Chinese, Asian",4,21,3,11,7,0,0
Sizzling China Restaurant,"2 & 3 Senapati Bapat Marg Opposite Radhe Shyam Hotel, Mumbai 400013 India",+91 22 2490 2200,,,"Chinese, Asian",4,13,2,10,1,0,0
Skky,"Saki Vihar Road, Mumbai 400087 India",+91 97681 42538,,,,4.5,207,112,72,11,2,1
Sky Cafe,"Freemasons Hall Building Opposite Cst Adi Marzban Path, Mumbai 400001 India",+91 22 2205 5558,,,Chinese,4,9,1,5,3,0,0
Sleight Of Hand,"I - 11 Everest Building 11110th Floor Opposite Archies Gallery 10th Floor, Tardeo, Mumbai 400007 India",+91 22 2351 3450,,,Cafe,5,5,4,1,0,0,0
Slice of Lime,"Jagdambas Commercial Complex, New Link Road, Malad West, Mumbai 400064 India",+91 22 2880 8404,,,,4,10,1,6,3,0,0
Slink & Bardot,"329/A, Thadani House, Opposite Indian Coast Guard, Worli Village, Mumbai 400030 India",+91 70459 04728,,,,4.5,56,28,21,5,1,0
Slounge - Lemon Tree Premier Mumbai,"Andheri Kurla Rd, opposite Mittal Industrial Estate, Mumbai 400059 India",+91 22 6825 1111,800,1000,"Chinese, Indian",5,9,8,0,0,0,0
Smaaash,"4 Senapati Bapat Marg Lower Parel, Mumbai 400013, Mumbai, Maharashtra, India 400013, Mumbai 400013 India",+91 99200 88333,1484,5194,"Bar, Italian, Mexican, Indian, International, Pub",4,47,16,24,5,1,1
Smiley Pops,"New Link Rd Shop no. 2, Royal classic building Citi Mal, Mumbai 400053 India",+91 89288 22892,,,,4.5,8,4,4,0,0,0
Smoke House Deli,"Smoke House Deli 33'rd Road Bandra West, Opposite Vijaya Bank, Mumbai 400050 India",+91 91520 17980,,,"Italian, European",4,116,49,49,7,3,6
Smoke House Deli,"High Street Phoenix Mall, Main Courtyard, 462, Senapati Bapat Marg, Lower Parel Phoenix Mill Compound,Lower Parel, Mumbai 400076 India",+91 88796 51172,,,"Italian, European",4,275,102,138,22,3,3
Smoke House Deli,"3A, Ground Floor, FIFC Building, Bandra Kurla Complex Bandra East, Mumbai 400051 India",+91 22 2653 0762,,,,4,229,75,117,27,4,5
Smokin' Joe's,"237 Rustom Building Ganpatrao Kadam Marg, Mumbai 400013 India",+91 22 2495 3334,,,,4.5,6,2,4,0,0,0
Smokin' Joe's,"437 Mulaji House Veer Savarkar Marg, Mumbai 400025 India",+91 22 2432 4477,,,"Pizza, Italian, Fast food, Barbecue",4,9,3,3,3,0,0
Smokin' Joe's,"Ground Floor, Chincholi Bunder Road, Vasant Nagar, Near Evershine Mall, Malad West Near Toyota Showroom, Malad West, Mumbai 400064 India",+91 22 2216 6781,,,"Pizza, Fast food",4,9,1,6,2,0,0
Smokin' Joe's,"Galleria Shopping Mall, 128, Hiranandani Gardens, Powai, Mumbai 400076 India",+91 22 3248 4447,,,Pizza,4,8,1,4,3,0,0
Smokin' Joe's,"2, Meherzin Co-orperative Housing Society, Wodehouse Road, Near Dunnes Institute, Colaba, Mumbai 400005 India",+91 22 2570 2927,,,"Pizza, Fast food",4,10,2,7,1,0,0
Smoking Pizza,"4, Sagar CHS Building, Sector 10 Opposite Axis Bank, Kopar Khairane, Mumbai 400709 India",+91 22 2754 2510,,,"Pizza, Fast food",4.5,10,4,5,1,0,0
Sneha,"53 Lj Road Mahim, Opposite Paradise Cinema, Mumbai 400016 India",+91 22 2445 6330,,,Indian,4.5,14,8,5,1,0,0
Soam,"Sadguru Sadan Building Chowpatty Near Babulnath Mandir Opposite Babulnath Temple, Chowpatty, Mumbai 400007 India",+91 22 2369 8080,,,"Indian, Asian",4.5,462,203,200,29,10,9
Social,"Carter Road 21, Gagangiri Co-Op Hsg. Soc. Ltd, Mumbai 400052 India",+91 91520 17974,,,"Chinese, American, Indian, Fast food",4.5,12,7,2,2,1,0
Social,"Lower Parel West 242, Mathuradas Mill Compound, Near Viva Centre, Todi Mills, Mumbai 400013 India",,,,"Bar, Indian, Pub",4.5,31,14,10,5,0,0
Soda Bottle Opener Wala,"High Street Phoenix mall, Mumbai 400013 India",+91 22 4003 5678,,,"Indian, Persian, Cafe",4.5,35,15,16,4,0,0
SodaBottleOpenerWala,"Ground Floor, Sentinel Building, Hiranandani Gardens, Powai, Mumbai, Mumbai 400076 India",+91 84519 05404,,,"Indian, Persian",4,46,15,18,9,2,2
SodaBottleOpenerWala,"G2, The Capital Building, Bkc, Mumbai 400051 India",+91 84519 05404,,,Indian,4,465,175,203,68,9,7
SodaBottleOpenerWala,"High Street Phoenix, Mumbai 400013 India",+91 84519 05404,,,"Persian, Indian, Middle Eastern",4,25,11,9,3,2,0
Soi 69 Asian Eatery + Bar,"Bhulabhai Desai Road, Grant Road, Breach Candy 2nd Floor, Hubtown Skybay, Mumbai 400026 India",+91 98217 64000,1200,3500,"Japanese, Sushi, Asian, Thai",4.5,6,3,2,1,0,0
Soi Kitchen,"MG Road The Destination Building, Near Shopper's Stop, Mumbai 400089 India",+91 22 6900 0381,,,"Chinese, Indian, Asian",4,30,9,15,4,0,2
Solitiare Restaurant,"Andheri Kurla Road Opposite JB Nagar, Andheri East, Mumbai 400069 India",+91 22 6691 9000,,,Indian,5,56,44,10,2,0,0
Soma,"Western Express Highway Grand Hyatt Hotel, Santacruz East, Mumbai 400055 India",66761234,,,,4.5,9,5,3,0,0,0
Soma - Grand Hyatt Mumbai Hotel and Residences,"Off Western Express Highway Grand Hyatt Hotel, Lobby Level, Santacruz East, Mumbai 400055 India",+91 22 6676 1673,1900,3000,"Indian, Asian",4.5,300,199,69,15,5,3
Some Like It Hot,"1st Floor, Mohid Heights, MHADA Lane, Lokhandwala Road, Versova, 4 Bungalows, Andheri West, Mumbai 400053 India",+91 22 2639 6003,,,"Mexican, Indian, Bar, Pub",4,17,2,13,1,1,0
Something Fishy Regenza by Tunga,"37 Plot No Sector 30A, Vashi, Mumbai 400703 India",+91 22 6680 1818,,,"Indian, Seafood",4,97,36,44,6,3,3
Something's Fishy,"2nd Floor 1st & B11 Central Road, Mumbai 400093 India",+91 22 6144 6464,,,"Indian, Seafood, Asian",4,134,58,51,16,1,3
Sorrentina by Foodhall,"Plot 106 Linking Road 2nd Floor Foodhall, Santacruz West, Mumbai, Mumbai 400054 India",+91 22 2606 5370,,,"Italian, Pizza",4.5,17,10,2,2,2,0
Sorriso,"BKC, Trade Centre, Bandra Kurla Complex, Near Skoda Showroom, Bandra East, Mumbai 400051 India",+91 98200 06003,,,"Italian, Pizza, Mexican",4.5,8,2,6,0,0,0
Souffl� S'il Vous Pla�t,"Nagin Mahal Ground Floor Veer Nariman Road next to Ambassador Hotel, Churchgate, Mumbai, Mumbai 400020 India",+91 86575 12648,600,1000,"French, European",4,17,8,4,3,2,0
Souk,"Apollo Bunder, Colaba The Taj Mahal Palace, Rooftop, Mumbai 400001 India",+91 22 6665 3366,,,,4.5,354,211,78,28,9,6
Soul Curry,"Crystal Building, Next to Gopal Sharma School, Mumbai 400076 India",+022 2570 8331,500,800,"Indian, Asian, Chinese, American",4,41,20,13,7,0,1
Soul Fry,"Soul Fry Ground Floor Opposite Pali Sabji Market Pali Mala Road, Mumbai 400050 India",+91 22 2604 6892,742,1113,"Indian, Seafood",4,80,22,37,18,2,1
Soul Restaurant & Bar,"1st Floor Off Sv Road, Near Little Angels School Pd Hinduja Marg, Off Sv Road Khar West near Linking Road, Mumbai 400052 India",+91 22 4248 8888,,,"Indian, Asian, Chinese, International",4.5,21,12,7,2,0,0
South Bombay Cafe,"East IA Project Rd Chatrapati Shivaji International Airport, Mumbai 400099 India",+91 98191 65310,200,500,"Indian, Cafe, Fast food, Healthy",4.5,6,3,3,0,0,0
South HIgh,"Ground Floor, Trade Tower, B-Wing, Kamala Mills, Mumbai 400013 India",+91 80808 41111,375,500,"Indian, Asian",4,57,23,26,4,2,2
South High,"Link Rd Ram Nagar, Malad West, Mumbai 400064 India",+91 88288 91111,,,Indian,4,27,13,7,5,0,2
South of Vindhyas,"The Orchid Hotel, 70/C, Lobby Level, Nehru Road, Vile Parle East, Mumbai 400099 India",+91 22 2616 4000,,,"Indian, Seafood, Asian",4.5,329,216,86,15,3,3
Southern Flavours,"Station Road Shop No. F/10, Shree Sai Bazaar Shopping Centre, Mumbai 400054 India",+91 22 2646 0386,30,300,"Chinese, Indian, Seafood, Fast food, Thai",5,4,4,0,0,0,0
Spaghetti Kitchen,"High Street Phoenix Mall, 462, Courtyard, Senapati Bapat Marg, Lower Parel, Mumbai 400013 India",+91 22 2496 3333,,,"Italian, Pizza",4,111,26,55,21,7,2
Spice It,"IBIS Hotel, Lobby Level, F 77, Junction Of Nehru Road, Western Express Highway, Vile Parle East, Mumbai 400057 India",+91 22 6716 7746,,,"Indian, Thai",4,50,22,17,4,2,2
Spice Lane Resto Bar,"A/1, Royal Classic Building, Next to D�Mart, Link Road, Mulund West, Mumbai 400080 India",+91 22 6758 7671,,,"Indian, Asian, Chinese, Thai",4,54,13,27,10,2,2
Spice Of China,"Poonam Vihar - A 26 Poonam Nagar Shop No Near St. Xavier School, Mumbai 400093 India",+91 97691 50386,14839,37097,"Diner, Chinese, Asian, Thai",5,46,43,2,1,0,0
Spice Of Kerala,"3 Marol Maroshi Road Near Uttam Dhaba, Marol, Opposite Cosmos Building, Andheri East, Mumbai 400069 India",+91 22 6526 2172,,,Indian,3.5,15,3,7,3,1,1
Spice Republic,"9 Dr Baba Saheb Ambedkar Chowk Opp Gloria Church, Mumbai 400051 India",+91 22 2370 4488,,,Indian,4.5,41,24,16,1,0,0
Spice Republic Green,"Ajanta Estate, Market Road Opp. Merwans Cake Shop, Off LT Road, Borivali, West, Mumbai 400092 India",,,,"Indian, Mexican",4.5,32,21,10,1,0,0
SpiceKlub,"8a Senapati Bapat Road, Opposite Phoenix Mills, Mumbai 400013 India",+91 22 4610 4610,800,1000,Indian,4,308,124,140,26,6,8
Spices & Flavours,"6/8 Ambalal Doshi Road Rajabahadur Mansion, Mumbai 400001 India",+91 22 2210 0100,,,,4,28,12,8,6,1,0
Spin City Kitchen and Bar,"2/2, Jayashree Akshay CHS ltd, near model bank, I C Colony, Road 4 Borivali West, Mumbai 400103 India",+91 96533 66306,,,"Chinese, Indian, Asian, Thai",4,8,4,3,0,0,1
Spirit,"LBS Marg, Near Damodar Park, Ghatkopar West Ashok Mill, Near Damodhar Park, Mumbai 400086 India",+91 22 2500 7279,,,"Bar, Pub, Indian",4,14,3,8,3,0,0
Spirit,"AK Road, JB Nagar, Opposite Trade Star, Andheri East, Mumbai 400059 India",+91 22 6527 3939,,,,4,10,2,5,3,0,0
Splash Family Restaurant,"Opposite Charkop Bus Depot Opposite Charkop Bus Depot Dattatraya Building, Opposite Charkop Bus Depot, Kandivali West, Mumbai 400067 India",+91 22 2869 5071,,,,4,9,0,7,2,0,0
Spring Blossom,"Vikrant Opposite Toppers Saloon, Mumbai 400077 India",+91 76666 99997,,,Fast food,4,11,3,4,4,0,0
Spring Onion,"5/541, Noor Mahal Building, Dr. Baba Saheb Ambedkar Road, King's Circle, Near Maheshwari Udyan, Matunga, Mumbai 400019 India",+91 22 2412 4125,,,"Chinese, Asian, Thai",4.5,14,8,6,0,0,0
Square Pizza,"8, Harmony Apartment, Krishanlal Marwah Marg, Near Tata Power, Andheri East Near Marwa House, Mumbai 400072 India",+91 22 6565 2728,,,Pizza,4.5,7,4,2,1,0,0
Sri Krishna Batatawada,"Chabildas Road Dadar West, Mumbai 400028 India",24307416,,,Fast food,4,12,3,7,2,0,0
Sri Raj Restaurant,"Blackie House Floor 49gr Walchand Hirachand Marg, Opp Gpo&Cst, Mumbai 400001 India",+91 75068 46156,,,,4,6,2,3,1,0,0
Sridevi Veg Restaurant,"15 Rizvi Park Santacruz West, Near Milan Mall, Near SBI ATM, Mumbai 400054 India",+91 22 3015 0800,,,"Chinese, Indian, Pizza, Cafe",4,9,2,6,1,0,0
Srinathji Restaurant,"Senapati Bapat Marg Senapati Bapat Marg Opposite Matulya Centre, Lower Parel, Mumbai 400013 India",24985857,,,Indian,4,17,4,12,0,1,0
SrinathJi's,"Ganga Niwas, Chincholi Bunder, Link Road, Near Toyota Showroom, Malad West, Mumbai 400064 India",+91 22 3209 0393,,,,4.5,7,2,5,0,0,0
Srinathji's,"4, Jaikar Smriti, Aarey Road Near Sapre, Goregaon West, Mumbai 400065 India",+91 22 3348 7803,,,Fast food,4.5,6,4,2,0,0,0
SrinathJi's,"Diamond Arch Building, St John Baptist Road, Near Mount Merry Ground, Bandra West Toyota Showroom, Diamond Arch Building, Malad West, Bandra West, Mumbai 400064 India",+91 22 2643 2010,,,,4.5,7,3,4,0,0,0
Srinathjis Cuisine,"3, Ground Floor, Jagdamba Bhavan Building Senapati Bapat Marg, Lower Parel, Opposite Matulya Centre, Mumbai 400013 India",+91 22 2498 5857,,,Indian,4.5,28,10,16,2,0,0
Stable 18,"23 / 2 R.M. Building, Below Mahalaxmi Station Bridge Royal Western India Turf Club, Mumbai 400018 India",+91 80800 09300,,,"Indian, Bar, Fast food, Asian, Pub, Fusion",4,11,5,3,2,1,0
Stacks & Racks,"Link Road Shop 1, Ganga Nivas, Opposite Toyota Showroom, Mumbai 400064 India",+91 96990 06650,,,"American, Steakhouse, Fast food, Barbecue, Grill, South American, Central American",4.5,53,33,16,3,0,1
Stadium,"Church Gate Street, Mumbai 400020 India",,371,742,"Indian, Persian",4,41,14,12,11,2,2
Stadium Restaurant,"76 Veer Nariman Road IMC Building Ground Floor, Church Gate, Opposite Churchgate Station, Mumbai 400020 India",+91 22 2204 6819,,,"Indian, Asian, Middle Eastern, Persian",4,48,7,26,11,1,2
Star Anise Patisserie,"264 Geeta Niketan Shop No 2A, Next to Shopper Stop, Linking Road, Mumbai 400050 India",,,,,4.5,6,2,4,0,0,0
Starboard,"Apollo Bunder Lobby Level at The Taj Mahal Tower, Mumbai 400001 India",+91 22 6665 3366,,,"Bar, Pub",4.5,27,14,7,3,1,0
Starbucks Coffee,"Bkc Road Plot 70, Block G, Mumbai 400051 India",+91 22 6656 2639,,,Cafe,4,57,20,26,8,0,1
Stars Parade,"Sindhi Society Hemu Kalani Marg, Mumbai 400071 India",+91 22 2527 1787,,,"Indian, Chinese",4.5,23,7,14,1,0,0
Status,"208, Regent Chambers Nariman Point, Mumbai 400021 India",+91 22 2287 2821,371,742,"Indian, Asian",4.5,741,334,310,51,10,9
Status,"Shop No.2, T H Kataria Marg Near Hinduja Hospital, Mahim, Mumbai 400016 India",+91 22 2444 3538,,,Chinese,4,9,5,2,1,1,0
Status Pure Veg,"Meghdoot Building, Shanmukhanand Hall Sion, Mumbai 400022 India",+91 22 2403 2224,,,"Chinese, Fast food",4.5,12,6,4,1,1,0
Status Restaurant,"RC Marg, Opposite Besant Park Police Station, Chembur, Mumbai 400071 India",+91 22 2529 0222,,,,4,8,1,6,1,0,0
Status Veg Restaurant,"3 Gorai Road Ashtavinayak Housing Society, Opposite Wine Shop, Near Gorai Police Station, Mumbai 400091 India",+91 22 2869 5464,,,,4.5,7,3,3,1,0,0
Stax,"Sahar Airport Rd Hyatt Regency Hotel, Mumbai 400099 India",+91 22 6696 1627,1484,1855,"Italian, European",4,24,7,8,5,1,0
Stax,"Lobby Level Hyatt Regency, Sahar Airport Rd, Andheri East Hyatt Regency Hotel, Mumbai 400058 India",+91 22 6696 1234,,,,4.5,71,42,16,6,1,0
Steaming Momos,"6 Gold Crown Housing Society Jp Road Versova, Andheri, Mumbai 400061 India",+91 99202 75397,,,,4,6,2,3,1,0,0
Steamy Mugs,"Samrat CHS Bldg no - 3, Shop no - 3, Mumbai 400089 India",+91 90044 53192,50,100,,4.5,10,3,7,0,0,0
Stir Fry Grill,"Malad Link Road Next to Toyota Show Room, Opp Shreenathji, Malad West, Mumbai 400064 India",+91 22 4016 2666,,,"Chinese, Asian, Thai, Indonesian, Malaysian",4,25,11,9,2,1,2
Stomach,"116/117 Muzaffer Manor Waterfield Road Opposite Dr RS Mehra Dental Clinic, Bandra West, Mumbai 400050 India",+91 22 2643 1236,,,"Chinese, Asian",3.5,40,10,15,9,3,3
Stomach II Restaurant,"7 - 9 Sea Green Apartment Shop No, Mumbai 400058 India",+91 22 2634300,,,"Chinese, Asian",3.5,31,6,13,6,4,2
Stone Oven,"Goregaon Mulund Link Road Shop 1, Udyog Kshetra, Mumbai 400080 India",+91 22 3015 1424,,,"Italian, Pizza",4,10,2,6,1,1,0
Street Gourmet,"Ramdas Sutrale Marg Shop No: 2, Aravali Business Centre, Mumbai 400092 India",+91 93241 23000,,,Asian,4,11,1,7,3,0,0
Stuffed,"2B/144, RS Compound, Andheri-Kurla Road, Near Sangam Big Cinemas, Andheri East, Mumbai 400059 India",+91 22 6511 0333,,,"Lebanese, Mediterranean, Middle Eastern, Fast food",4,10,2,6,2,0,0
Su Casa,"Near, KC Marg Bombay Art Gallery, General Arunkumar Vaidya Nagar, Mumbai 400050 India",+91 22 2651 5511,,,Vegetarian Friendly,3.5,34,8,16,2,5,3
sub Ss N More Resturant,"Thakur Village Opposite Bank Of Baroda, Kandivali East, Mumbai 400101 India",,,,,4.5,6,3,3,0,0,0
Subway,"1/2, Sai Swar Building, 20, Near Little World Mall, Kharghar Near Little World Mall Station Road, Mumbai 410210 India",,371,742,Fast food,4.5,12,7,4,1,0,0
